2019-04-12;2736150;58725512;102;price<=>price<br>price<=>16000<br>m<=>161<br>building_type<=>tenement<br>windows_type<=>plastic<br>build_year<=>
2019-04-14;2435764;58744764;102;price<=>price<br>price<=>970<br>m<=>92<br>building_type<=><br>windows_type<=><br>build_year<=>
2019-04-14;3367412;58749424;401;price<=>price<br>price<=>4200000<br>m<=>7300<br>location<=>
2019-04-01;2467510;58525532;102;price<=>price<br>price<=>1980<br>m<=>44<br>building_type<=>apartment<br>windows_type<=>plastic<br>build_year<=>2018
2019-04-03;1335425;58584628;201;price<=>price<br>price<=>269000<br>m<=>224<br>building_type<=>detached<br>build_year<=><br>windows_type<=>plastic<br>location<=>city
2019-04-05;2736150;58611016;102;price<=>price<br>price<=>12000<br>m<=>180<br>building_type<=>apartment<br>windows_type<=>plastic<br>build_year<=>2008
2019-04-05;4057404;58613100;401;price<=>price<br>price<=>115000<br>m<=>1307<br>location<=>
2019-04-08;3521044;58654128;102;price<=>price<br>price<=>1700<br>m<=>55<br>building_type<=><br>windows_type<=><br>build_year<=>2018
2019-04-09;2297140;58655432;101;price<=>price<br>price<=>394000<br>m<=>47<br>building_type<=>block<br>windows_type<=>plastic<br>build_year<=>1980
2019-04-10;4657236;58676276;101;price<=>price<br>price<=>149000<br>m<=>30.8<br>building_type<=>block<br>windows_type<=><br>build_year<=>
2019-04-11;514495;58701808;101;price<=>price<br>price<=>589000<br>m<=>80.83<br>building_type<=>tenement<br>windows_type<=><br>build_year<=>1900
2019-04-11;4508128;58706172;101;price<=>price<br>price<=>439000<br>m<=>66<br>building_type<=>block<br>windows_type<=>plastic<br>build_year<=>2013
2019-04-11;1503931;58712200;201;price<=>price<br>price<=>550000<br>m<=>250<br>building_type<=>detached<br>build_year<=>1991<br>windows_type<=>plastic<br>location<=>
2019-04-12;2467510;58725696;501;price<=>price<br>price<=>450000<br>m<=>68<br>building_type<=><br>build_year<=>
2019-04-15;4092272;58755432;101;price<=>price<br>price<=>610000<br>m<=>82.3<br>building_type<=>tenement<br>windows_type<=>plastic<br>build_year<=>1938
2019-04-16;2736150;58776608;102;price<=>price<br>price<=>8000<br>m<=>81<br>building_type<=>apartment<br>windows_type<=>wooden<br>build_year<=>2010
2019-04-16;474658;58777024;102;price<=>price<br>price<=>1400<br>m<=>56<br>building_type<=>block<br>windows_type<=>plastic<br>build_year<=>
2019-04-16;2736150;58779984;102;price<=>price<br>price<=>8200<br>m<=>83<br>building_type<=><br>windows_type<=>wooden<br>build_year<=>2001
2019-04-01;514495;58527296;101;price<=>price<br>price<=>710000<br>m<=>67.8<br>building_type<=>apartment<br>windows_type<=><br>build_year<=>2010
2019-04-01;4271000;58538636;201;price<=>price<br>price<=>699000<br>m<=>154<br>building_type<=>detached<br>build_year<=>1937<br>windows_type<=><br>location<=>
2019-04-01;786911;58546052;101;price<=>price<br>price<=>174000<br>m<=>39.9<br>building_type<=>block<br>windows_type<=>wooden<br>build_year<=>197
2019-04-02;650879;58548120;502;price<=>price<br>price<=>9400<br>m<=>188<br>building_type<=><br>build_year<=>
2019-04-02;3661567;58555664;201;price<=>price<br>price<=>1190000<br>m<=>200<br>building_type<=><br>build_year<=><br>windows_type<=>plastic<br>location<=>
2019-04-04;3106352;58596744;401;price<=>price<br>price<=>1167500<br>m<=>67000<br>location<=>
2019-04-04;651436;58603400;201;price<=>price<br>price<=>337500<br>m<=>75<br>building_type<=>ribbon<br>build_year<=>2018<br>windows_type<=>plastic<br>location<=>suburban
2019-04-08;2297140;58652092;101;price<=>price<br>price<=>305000<br>m<=>41.78<br>building_type<=>apartment<br>windows_type<=>plastic<br>build_year<=>2019
2019-04-08;2297140;58652104;101;price<=>price<br>price<=>369000<br>m<=>53<br>building_type<=>tenement<br>windows_type<=>plastic<br>build_year<=>1950
2019-04-09;1466485;58657724;101;price<=>price<br>price<=>299000<br>m<=>49<br>building_type<=>apartment<br>windows_type<=>plastic<br>build_year<=>2019
2019-04-09;445364;58667672;102;price<=>price<br>price<=>1750<br>m<=>60<br>building_type<=>house<br>windows_type<=><br>build_year<=>1980
2019-04-12;4692352;58725984;102;price<=>price<br>price<=>4000<br>m<=>52<br>building_type<=><br>windows_type<=><br>build_year<=>
2019-04-13;2435764;58743588;102;price<=>price<br>price<=>810<br>m<=>41<br>building_type<=><br>windows_type<=><br>build_year<=>
2019-04-14;4203608;58747636;201;price<=>price<br>price<=>950000<br>m<=>200<br>building_type<=>semi_detached<br>build_year<=>1946<br>windows_type<=><br>location<=>
2019-04-01;4152840;58538860;201;price<=>price<br>price<=>549000<br>m<=>125<br>building_type<=>semi_detached<br>build_year<=>2019<br>windows_type<=><br>location<=>
2019-04-02;461421;58561996;101;price<=>price<br>price<=>320000<br>m<=>44<br>building_type<=>apartment<br>windows_type<=>plastic<br>build_year<=>2019
2019-04-02;2297140;58564128;101;price<=>price<br>price<=>259000<br>m<=>34<br>building_type<=><br>windows_type<=>plastic<br>build_year<=>2019
2019-04-03;4508128;58573056;101;price<=>price<br>price<=>315000<br>m<=>54<br>building_type<=><br>windows_type<=><br>build_year<=>1997
2019-04-04;1358845;58589004;101;price<=>price<br>price<=>259000<br>m<=>30<br>building_type<=>block<br>windows_type<=><br>build_year<=>
2019-04-07;3923367;58634744;101;price<=>price<br>price<=>453062<br>m<=>68.75<br>building_type<=>block<br>windows_type<=><br>build_year<=>2019
2019-04-08;2028454;58645992;201;price<=>price<br>price<=>520000<br>m<=>154<br>building_type<=>semi_detached<br>build_year<=>2018<br>windows_type<=>plastic<br>location<=>city
2019-04-08;2297140;58652140;201;price<=>price<br>price<=>615000<br>m<=>117<br>building_type<=><br>build_year<=>2018<br>windows_type<=>plastic<br>location<=>
2019-04-09;1341833;58664280;101;price<=>price<br>price<=>1440000<br>m<=>148.5<br>building_type<=><br>windows_type<=>wooden<br>build_year<=>2001
2019-04-10;2592004;58678108;101;price<=>price<br>price<=>315000<br>m<=>75<br>building_type<=>block<br>windows_type<=>plastic<br>build_year<=>
2019-04-13;2435764;58743828;102;price<=>price<br>price<=>900<br>m<=>61<br>building_type<=><br>windows_type<=><br>build_year<=>
2019-04-13;2435764;58743836;102;price<=>price<br>price<=>860<br>m<=>61<br>building_type<=><br>windows_type<=><br>build_year<=>
2019-04-15;4203608;58763480;101;price<=>price<br>price<=>550000<br>m<=>53<br>building_type<=><br>windows_type<=><br>build_year<=>2017
2019-04-16;2403486;58779940;101;price<=>price<br>price<=>774900<br>m<=>78<br>building_type<=>apartment<br>windows_type<=>plastic<br>build_year<=>2018
2019-04-02;912772;58548508;502;price<=>price<br>price<=>5000<br>m<=>100<br>building_type<=><br>build_year<=>
2019-04-03;1334379;58574668;601;price<=>price<br>price<=>8385700<br>m<=>1809
2019-04-09;2736150;58659816;102;price<=>price<br>price<=>8800<br>m<=>176<br>building_type<=><br>windows_type<=>plastic<br>build_year<=>
2019-04-09;2297140;58672388;101;price<=>price<br>price<=>310000<br>m<=>47.6<br>building_type<=>block<br>windows_type<=>plastic<br>build_year<=>1967
2019-04-09;2297140;58672396;101;price<=>price<br>price<=>280000<br>m<=>34<br>building_type<=>block<br>windows_type<=>plastic<br>build_year<=>1980
2019-04-09;2297140;58672452;101;price<=>price<br>price<=>970000<br>m<=>145<br>building_type<=>apartment<br>windows_type<=>plastic<br>build_year<=>2005
2019-04-10;254988;58684312;201;price<=>price<br>price<=>368000<br>m<=>160<br>building_type<=>detached<br>build_year<=>2003<br>windows_type<=>wooden<br>location<=>
